"","node_id","protocol","user_agent","connected_since","services","height","hostname","city","country_code","latitude","longitude","timezone","asn","organization_name"
"1","135.181.56.49:8333","70016","/Satoshi:24.0.1/","1684328018","1033","795932","static.49.56.181.135.clients.your-server.de",NA,"FI",60.1717,24.9349,"Europe/Helsinki","AS24940","Hetzner Online GmbH"
"2","umfhisptvyezl6n4mtj74uynczefi3deqvcokdf4yji4psfnwpeeh7qd.onion:8333","70016","/Satoshi:24.0.1/","1687670183","1033","795932",NA,NA,NA,0,0,NA,"TOR","Tor network"
"3","tagq3maaslwssn2hdq57vno2stvktcnannut2m6qxh5xyebhmc4qrvyd.onion:8333","70016","/Satoshi:23.0.0/","1687356595","1037","795932",NA,NA,NA,0,0,NA,"TOR","Tor network"
"4","34.86.248.96:8333","70015","/Satoshi:0.20.1/","1687737720","1037","795929","96.248.86.34.bc.googleusercontent.com","Washington","US",38.894,-77.0365,"America/New_York","AS396982","GOOGLE-CLOUD-PLATFORM"
"5","s6txllfw6ps6l5ta4eaxnzkjbqzpgfdch3pw6m6oupp2xodddfuyajyd.onion:8333","70016","/Satoshi:24.0.1/","1687723937","1037","795932",NA,NA,NA,0,0,NA,"TOR","Tor network"
"6","76.150.98.135:8333","70016","/Satoshi:25.99.0/","1686122990","1033","795932","76.150.98.135","Morton Grove","US",42.0431,-87.7899,"America/Chicago","AS7922","COMCAST-7922"
"7","95.216.33.150:8333","70016","/Satoshi:22.0.0/","1687737250","1033","795932","static.150.33.216.95.clients.your-server.de","Helsinki","FI",60.1719,24.9347,"Europe/Helsinki","AS24940","Hetzner Online GmbH"
"8","[2a01:4f9:6b:2849::2]:8333","70016","/Satoshi:22.0.0/","1687737250","1033","795932","2a01:4f9:6b:2849::2",NA,"DE",51.2993,9.491,"Europe/Berlin","AS24940","Hetzner Online GmbH"
"9","78.24.223.134:20008","70016","/Satoshi:24.99.0/","1686607714","1033","795932","noda-plg.com",NA,"RU",55.7386,37.6068,"Europe/Moscow","AS29182","JSC IOT"
"10","vm4dktupnaxnvbpfysrhb43crvvg5cklajwy3qfxz2cf7vne5ypjibid.onion:8333","70016","/Satoshi:22.0.0/","1687731643","1033","795932",NA,NA,NA,0,0,NA,"TOR","Tor network"
"11","173.249.0.235:8333","70015","/Satoshi:0.16.3/","1684341102","1037","795932","173.249.0.235","Nuremberg","DE",49.405,11.1617,"Europe/Berlin","AS51167","Contabo GmbH"
"12","155.138.219.155:8333","70016","/Satoshi:24.0.1/","1687737250","1032","795932","155.138.219.155.vultrusercontent.com","Atlanta","US",33.7838,-84.4455,"America/New_York","AS20473","AS-CHOOPA"
"13","3cth4scrnneaw5rnsdgp65ncry2u52aymdj6or567zk6zek4edy52jyd.onion:8333","70016","/Satoshi:23.0.0/","1687486899","1037","795932",NA,NA,NA,0,0,NA,"TOR","Tor network"
"14","vpax2fkggkbky24aiefx36y4tpcgsg4sxaqedvp6xmusmnr2lvqdxmyd.onion:8333","70016","/Satoshi:24.0.1/","1687717146","1033","795932",NA,NA,NA,0,0,NA,"TOR","Tor network"
"15","j5vqzahjfjsjruzmczyify2talaghw6f23lauvcnkxg2c3tpyfku3yqd.onion:8333","70016","/Satoshi:24.0.1/","1687705423","1033","795932",NA,NA,NA,0,0,NA,"TOR","Tor network"
"16","206.189.16.199:8333","70015","/Satoshi:0.20.1/","1687737721","1037","795931","206.189.16.199","Slough","GB",51.5368,-0.6718,"Europe/London","AS14061","DIGITALOCEAN-ASN"
"17","c6cuygqwmy7lle4pbo3bdo72fxsc64455pqk2potmnj7zxptx5ij3tid.onion:8333","70016","/Satoshi:23.0.0/","1687529173","1037","795932",NA,NA,NA,0,0,NA,"TOR","Tor network"
"18","207.180.220.235:8333","70016","/Satoshi:25.99.0/","1684890491","1033","795932","m11335.contaboserver.net","Nuremberg","DE",49.405,11.1617,"Europe/Berlin","AS51167","Contabo GmbH"
"19","xr43ii46l2g44twobqobvpd6w7kxnblvt35sdykhbtdq7whxdhagd5qd.onion:8333","70016","/Satoshi:24.0.1/","1687633381","1033","795932",NA,NA,NA,0,0,NA,"TOR","Tor network"
"20","t454vzczjaiycdi3ouns7bm6ty3uq2ouwb7jz7gcobm6fqbandakfvqd.onion:8333","70016","/Satoshi:24.0.1/","1687182078","1033","795932",NA,NA,NA,0,0,NA,"TOR","Tor network"
"21","yb6wcz66yoem7tfbcbcfqvdp3rd7u5zaoiw2e3rxks6wuykpqvn2zeyd.onion:8333","70016","/Satoshi:25.0.0/","1687630261","1101","795932",NA,NA,NA,0,0,NA,"TOR","Tor network"
"22","r7qy6jbqa7vqg2h2d36gwwrzh3pkuwfah4cwfvuypfq2fj7hgmethwyd.onion:8333","70016","/Satoshi:24.0.1/","1687643172","1101","795932",NA,NA,NA,0,0,NA,"TOR","Tor network"
"23","3.135.186.102:8333","70016","/Satoshi:0.21.1/","1687736770","1033","795932","ec2-3-135-186-102.us-east-2.compute.amazonaws.com","Columbus","US",39.9587,-82.9987,"America/New_York","AS16509","AMAZON-02"
"24","138.68.173.152:8333","70016","/Satoshi:24.0.1/","1685224772","1033","795932","bitcoin8.technical-servers.com","Slough","GB",51.5368,-0.6718,"Europe/London","AS14061","DIGITALOCEAN-ASN"
"25","f4hxduguhzu35e2w5ctcfbaksz7t3uaxifnlzxtnagbtqucp2ak23aid.onion:8333","70016","/Satoshi:25.0.0/","1687715349","1101","795932",NA,NA,NA,0,0,NA,"TOR","Tor network"
"26","173.212.235.121:8333","70016","/Satoshi:22.0.0/","1687731635","1033","795932","vmi172411.contaboserver.net","Nuremberg","DE",49.405,11.1617,"Europe/Berlin","AS51167","Contabo GmbH"
"27","207.229.46.80:8333","70016","/Satoshi:0.21.0/","1687719352","1033","795932","207.229.46.80","New Norway","CA",52.8649,-112.9495,"America/Edmonton","AS852","TELUS Communications"
"28","pmfjag7p5k4tqtnti2ubj2kw7wvholn6q4qtjop4lje3dyion57u5tqd.onion:8333","70016","/Satoshi:24.0.1/","1687434238","1037","795834",NA,NA,NA,0,0,NA,"TOR","Tor network"
"29","37.123.162.166:8333","70016","/Satoshi:22.0.0/","1687733029","1033","795932","h-37-123-162-166.A785.priv.bahnhof.se","Falun","SE",60.6043,15.6326,"Europe/Stockholm","AS8473","Bahnhof AB"
"30","161.35.54.110:8333","70015","/Satoshi:0.20.1/","1687737720","1037","795931","161.35.54.110","North Bergen","US",40.793,-74.0247,"America/New_York","AS14061","DIGITALOCEAN-ASN"
"31","ks2absm4scumejbh5myuu2rfu3avwofv2s3d6ajnnm77mvuuu37fixid.onion:8333","70016","/Satoshi:24.0.1/","1687715801","1033","795932",NA,NA,NA,0,0,NA,"TOR","Tor network"
"32","4c4a3npffg7zr7okv7ml2ozkqh76wlzakbe3b5tnkrn4np562o7b24qd.onion:8333","70016","/Satoshi:24.0.1/","1687687086","1037","795932",NA,NA,NA,0,0,NA,"TOR","Tor network"
"33","47.254.131.104:8333","70016","/Satoshi:25.0.0/","1685951560","1033","795932","47.254.131.104","Frankfurt am Main","DE",50.1188,8.6843,"Europe/Berlin","AS45102","Alibaba US Technology Co., Ltd."
"34","sxrfr56jnqr6snhxg54yhf4hpqxx566zj6kcejkcnf3rvwg5n3vio6yd.onion:8333","70016","/Satoshi:25.0.0/","1687424714","1101","795932",NA,NA,NA,0,0,NA,"TOR","Tor network"
"35","uvylg2jxot56nktlwixffduiryr5knyzmwn776gq5ougj4kpildexjad.onion:8333","70016","/Satoshi:22.0.0/","1687727991","1037","795932",NA,NA,NA,0,0,NA,"TOR","Tor network"
"36","zh2cfu7y7zlurn5nzsygipdldkbderm4vlnrlofyvisj6dcmvzuzgoyd.onion:8333","70016","/Satoshi:22.0.0(FutureBit-Apollo-Node)/","1687737253","1033","795932",NA,NA,NA,0,0,NA,"TOR","Tor network"
"37","209.89.153.114:8333","70016","/Satoshi:22.0.0/","1687727962","1033","795932","d209-89-153-114.abhsia.telus.net","Coaldale","CA",49.7189,-112.6298,"America/Edmonton","AS852","TELUS Communications"
"38","uqvk2fgnxxdvnqvjdhte4dgzbnpmm7yhl3r3hr7evxxaarrtas2rread.onion:8333","70016","/Satoshi:25.0.0/","1686706151","1033","795932",NA,NA,NA,0,0,NA,"TOR","Tor network"
"39","xzciafipnl3j5rteag5ncqm7l5fzi5mx5h3nejncgi4zunb6ybi2vjqd.onion:8333","70016","/Satoshi:25.0.0/","1687502632","1033","795932",NA,NA,NA,0,0,NA,"TOR","Tor network"
"40","kou4vw57sootc6bcfb6drnwzgcjvams2y4hz35rrcvn4jblbxwvu4kad.onion:8333","70016","/Satoshi:0.21.0/","1687643174","1037","795932",NA,NA,NA,0,0,NA,"TOR","Tor network"
"41","zfsbupga2wpdbdnaxhvwun3tzhuwjb5f6zw5qb66ai5ocilgipxve4qd.onion:8333","70016","/Satoshi:22.0.0/","1687737258","1033","795932",NA,NA,NA,0,0,NA,"TOR","Tor network"
"42","104.9.30.99:8333","70016","/Satoshi:24.0.1/","1687601948","1033","795932","104-9-30-99.lightspeed.wchtks.sbcglobal.net","Hutchinson","US",38.0551,-97.9323,"America/Chicago","AS7018","ATT-INTERNET4"
"43","pcheyg7ftwnjz3x7guuaoqsprlsofwhtisn67bb4nqmxuy2jkhjmisid.onion:8333","70016","/Satoshi:25.0.0/","1687343022","1101","795932",NA,NA,NA,0,0,NA,"TOR","Tor network"
"44","ehtsmeeijee66dfq3st4tnm3xdwxuhpxxfqk4zxne3wydxwvmispfhyd.onion:8333","70016","/Satoshi:23.0.0/","1687280344","1037","795932",NA,NA,NA,0,0,NA,"TOR","Tor network"
"45","[2001:41d0:700:3020::]:8333","70015","/Satoshi:0.19.1/","1684332597","1033","795932","2001:41d0:700:3020::",NA,"FR",48.8582,2.3387,"Europe/Paris","AS16276","OVH SAS"
"46","dnjk74itkt6thptufbrcufv4q3i6kl3rypwgb46klpl66b2rsdwl26qd.onion:8333","70016","/Satoshi:23.0.0/","1687154057","1037","795932",NA,NA,NA,0,0,NA,"TOR","Tor network"
"47","hvocif5fafl7662fu3ebpr4qsrnkprk4py3c2hkzfoax2on5lknmw5ad.onion:8333","70016","/Satoshi:24.0.1/","1687527310","1037","795931",NA,NA,NA,0,0,NA,"TOR","Tor network"
"48","vnmxkwqa3j2q5dpd7he26qoefeev6autlhv32ztnnzaqhe4o26nct6yd.onion:8333","70016","/Satoshi:23.0.0/","1687131382","1033","795932",NA,NA,NA,0,0,NA,"TOR","Tor network"
"49","sa23sgsm4yrol6iv24qnewgohaueewbdkmmze6fszox44chprrlpdead.onion:8333","70016","/Satoshi:24.0.1/","1687580496","1033","795932",NA,NA,NA,0,0,NA,"TOR","Tor network"
"50","ctcufmk5ppwcslk5vchtq3vhxasemzdkyljsrremypyqohq7ojbldsid.onion:8333","70016","/Satoshi:25.0.0/","1687709770","1033","795932",NA,NA,NA,0,0,NA,"TOR","Tor network"
"51","[2a01:4f8:221:1661::2]:8333","70016","/Satoshi:22.0.0/","1687722504","1032","795932","2a01:4f8:221:1661::2",NA,"DE",51.2993,9.491,"Europe/Berlin","AS24940","Hetzner Online GmbH"
"52","aiqdghspqgnz2zdqfmbg5mx3diltzzctjdqyr44ipg3v4kuzaaqegiyd.onion:8333","70016","/Satoshi:23.0.0/","1687600120","1033","795932",NA,NA,NA,0,0,NA,"TOR","Tor network"
"53","fkwnae3py3f2iwbjyrgme5q3shvhb2ntnr44ihk3rkxcxg6u5k5ie5id.onion:8333","70016","/Satoshi:24.0.1/","1687560963","1101","795932",NA,NA,NA,0,0,NA,"TOR","Tor network"
"54","217.123.106.211:8333","70016","/Satoshi:25.0.0/","1687029116","1101","795932","217-123-106-211.cable.dynamic.v4.ziggo.nl","Utrecht","NL",52.0978,5.126,"Europe/Amsterdam","AS33915","Vodafone Libertel B.V."
"55","51.38.57.118:8333","70016","/Satoshi:25.0.0/","1686830595","1033","795932","astraea.leonod.com",NA,"FR",48.8582,2.3387,"Europe/Paris","AS16276","OVH SAS"
"56","97.113.201.124:8333","70016","/Satoshi:22.0.0(FutureBit-Apollo-Node)/","1687737720","1033","795931","97-113-201-124.tukw.qwest.net","Seattle","US",47.5364,-122.278,"America/Los_Angeles","AS209","CENTURYLINK-US-LEGACY-QWEST"
"57","ptdta2izuebjdz4qgjcih3ncgp7342rovess45jp4amepjsng26xsdid.onion:8333","70016","/Satoshi:0.21.0/","1687732559","1032","795932",NA,NA,NA,0,0,NA,"TOR","Tor network"
"58","xkx2332ultamud35u4qvvyynew6rcbkd3h7zsztl3i5bcok6rx5hk3ad.onion:8333","70016","/Satoshi:24.0.1/","1687726159","1037","795932",NA,NA,NA,0,0,NA,"TOR","Tor network"
"59","gqengejael444mive63zifn4fcuaznaxnuzoiwb6y3n67ggc6ylsukyd.onion:8333","70016","/Satoshi:22.0.0/","1687722511","1033","795932",NA,NA,NA,0,0,NA,"TOR","Tor network"
"60","104.245.125.251:8333","70015","/Satoshi:0.16.3/","1686717888","1037","795932","ipv4.at.netrouting.net",NA,"US",37.751,-97.822,"America/Chicago","AS47869","Netrouting B.V."
"61","6saadjlcre5bf2ajzsedxgiqyiughbk7vthqbbn37srhxgxslcnzovyd.onion:8333","70016","/Satoshi:25.0.0/","1687136025","1033","795932",NA,NA,NA,0,0,NA,"TOR","Tor network"
"62","ohxsf4tipuuh67du7rguhksrpqljzuhupadpgzd3lldyusez6mo52jyd.onion:8333","70016","/Satoshi:23.0.0/","1686343222","1032","795932",NA,NA,NA,0,0,NA,"TOR","Tor network"
"63","buxm6itssvdthzcrbz7yrbhrku5auayp3glamj4qqzd7c525rozyjeqd.onion:8333","70016","/Satoshi:23.0.0/","1687698559","1037","795932",NA,NA,NA,0,0,NA,"TOR","Tor network"
"64","185.180.220.12:8333","70016","/Satoshi:23.0.0/","1684329016","1033","795932","185-180-220-12.hosted-by-worldstream.net","Naaldwijk","NL",51.9981,4.198,"Europe/Amsterdam","AS49981","WorldStream B.V."
"65","odhiuokkjxhswetocdzrf2rbfdp2erb3ydcqr2ykln26s2eepiqsypid.onion:8333","70016","/Satoshi:22.0.0(FutureBit-Apollo-Node)/","1687737736","1033","795932",NA,NA,NA,0,0,NA,"TOR","Tor network"
"66","hxjkwckuc5se7weftv6xdkwdzosvf33i6vkk2pllmezw3l3kgdvmp3qd.onion:8333","70016","/Satoshi:25.0.0/","1687208496","1033","795932",NA,NA,NA,0,0,NA,"TOR","Tor network"
"67","185.101.93.105:8333","70016","/Satoshi:23.99.0/","1685538897","1032","795932","mvs.dorpstraat.com","Düsseldorf","DE",51.2705,6.8144,"Europe/Berlin","AS204035","oneCorp GmbH"
"68","5eyfmufpw4t3xtwtgr2cuu65xsrgdd6pwcbfo73f4off5q6cbd5xi7qd.onion:8333","70016","/Satoshi:22.0.0/","1687737734","1037","795930",NA,NA,NA,0,0,NA,"TOR","Tor network"
"69","3kpawbr2ilnptfmp6uchr2p5jc2hksdaank7b65epa5diwz2uk4my3ad.onion:8333","70016","/Satoshi:24.0.1/","1687477029","1033","795932",NA,NA,NA,0,0,NA,"TOR","Tor network"
"70","nftnhmbejuue75txd77uf3dk242qzzkk2nuizbvdiyx7ccwt4ngeppyd.onion:8333","70016","/Satoshi:22.0.0(FutureBit-Apollo-Node)/","1687725734","1033","795932",NA,NA,NA,0,0,NA,"TOR","Tor network"
"71","4viy6bgvkl4k74hvicnmcazp632iwkrwc7vh24xzwubijs4r7h3524yd.onion:8333","70016","/Satoshi:24.0.1/","1687719851","1033","795932",NA,NA,NA,0,0,NA,"TOR","Tor network"
"72","117.34.45.199:8333","70016","/Satoshi:24.0.1/","1687418423","1033","795932","117.34.45.199","Xi'an","CN",34.2635,108.9246,"Asia/Shanghai","AS4835","China Telecom Group"
"73","199.217.119.221:8333","70015","/Satoshi:0.18.0/","1684912789","1037","795932","eagle1079.dedicatedpanel.com","St Louis","US",38.6287,-90.1988,"America/Chicago","AS30083","AS-30083-GO-DADDY-COM-LLC"
"74","lani2qb33wx7rfsduczqn7oxkdolw5phnli4rb7c4x2gedtzzwbqz3ad.onion:8333","70016","/Satoshi:24.0.1/","1687433304","1033","795932",NA,NA,NA,0,0,NA,"TOR","Tor network"
"75","t45gsyqahwexyg7yjpv5xq3cgjdnk4ob633ly64kxo66h2oh2zq3coad.onion:8333","70016","/Satoshi:25.0.0/","1687715799","1033","795932",NA,NA,NA,0,0,NA,"TOR","Tor network"
"76","kuotcijivcvhl2wv43hxsiiveygmr5ags6ov6qrvez47hhfciozwljad.onion:8333","70016","/Satoshi:22.0.0/","1687734436","1033","795932",NA,NA,NA,0,0,NA,"TOR","Tor network"
"77","37wyhxiatm7zzc7lb7sjurbcl3zpm33s7befxddzyf7kqpinjon5hlqd.onion:8333","70016","/Satoshi:23.0.0/","1687718012","1037","795932",NA,NA,NA,0,0,NA,"TOR","Tor network"
"78","jwwua5lt73uiqztsn3bgw2a5jlkqb3vw6r6egwxxboilj66mz77nj7qd.onion:8333","70016","/Satoshi:24.0.1/","1687145654","1033","795932",NA,NA,NA,0,0,NA,"TOR","Tor network"
"79","4ta6vfmhorqnl7yndd326ro3rnqvb2omuzu64laz7mfusx7ypijtyqqd.onion:8333","70016","/Satoshi:22.0.0(FutureBit-Apollo-Node)/","1687736775","1033","795932",NA,NA,NA,0,0,NA,"TOR","Tor network"
"80","nxhmv2lhxqglzlifga4qdo422xp5f6kn23jjjn4zrdfl3jtnyc4r3xqd.onion:8333","70016","/Satoshi:24.0.1/","1687735395","1033","795932",NA,NA,NA,0,0,NA,"TOR","Tor network"
"81","207.246.65.132:8333","70016","/Satoshi:22.0.0/","1687731179","1033","795932","207.246.65.132.vultrusercontent.com","Miami","US",25.8119,-80.2318,"America/New_York","AS20473","AS-CHOOPA"
"82","51.91.94.23:8333","70015","/Satoshi:0.16.3/","1686628638","1037","795932","51.91.94.23",NA,"FR",48.8582,2.3387,"Europe/Paris","AS16276","OVH SAS"
"83","[2a01:4f8:262:2100::2]:8333","70016","/Satoshi:24.0.1/","1685392637","1033","795932","2a01:4f8:262:2100::2",NA,"DE",51.2993,9.491,"Europe/Berlin","AS24940","Hetzner Online GmbH"
"84","pyzwci3szh7lbfizqwxaxbzth5c5vkbpbhxy2aavntgzvtuosfyzyoyd.onion:8333","70016","/Satoshi:22.0.0/","1687737739","1033","795931",NA,NA,NA,0,0,NA,"TOR","Tor network"
"85","84.118.116.123:8333","70016","/Satoshi:22.0.0/","1687731175","1033","795932","ip-084-118-116-123.um23.pools.vodafone-ip.de","Duisburg","DE",51.4294,6.7677,"Europe/Berlin","AS3209","Vodafone GmbH"
"86","[2a01:4f8:1c1c:b5c8::1]:8333","70015","/Satoshi:0.20.0/","1687710187","1032","795932","2a01:4f8:1c1c:b5c8::1",NA,"DE",51.2993,9.491,"Europe/Berlin","AS24940","Hetzner Online GmbH"
"87","rha4ghtuz2esaylbloxzkxegpzqns5lww73roakgv4qeze7e4tffi5ad.onion:8333","70016","/Satoshi:23.1.0/","1687384038","1033","795932",NA,NA,NA,0,0,NA,"TOR","Tor network"
"88","5hhdk2e2thy5henj22qccousyt5hqijxafpsremzidsuz5vplc5kr6ad.onion:8333","70016","/Satoshi:0.21.0/","1687671045","1037","795932",NA,NA,NA,0,0,NA,"TOR","Tor network"
"89","es6rxlnzudq5nmbkclgn7t2phfjaht6oebyps6bui3hvfmtzmetmuead.onion:8333","70016","/Satoshi:23.0.0/","1687591534","1033","795932",NA,NA,NA,0,0,NA,"TOR","Tor network"
"90","purp2xac34o6lskphztuf3xl5bddcz5vkc5yupnslaug7xqbbadcofqd.onion:8333","70016","/Satoshi:22.0.0/","1687726159","1033","795932",NA,NA,NA,0,0,NA,"TOR","Tor network"
"91","jwaazdvbmtwnknttnlr6w76cdb4pcfplzo4kc5r5seqhovacc6wkwiqd.onion:8333","70016","/Satoshi:24.0.1/","1686992313","1033","795932",NA,NA,NA,0,0,NA,"TOR","Tor network"
"92","[2a01:4f9:2a:21eb::2]:8333","70016","/Satoshi:22.0.0/","1687726145","1033","795932","2a01:4f9:2a:21eb::2",NA,"DE",51.2993,9.491,"Europe/Berlin","AS24940","Hetzner Online GmbH"
"93","itkfbkg2tfyadutmn53ivdu4ncn5n6cnoe3bm3vwqettykyj2kvhekid.onion:8333","70016","/Satoshi:23.0.0/","1687210342","1033","795932",NA,NA,NA,0,0,NA,"TOR","Tor network"
"94","5sm6dtnica2xufn6w7imrirya4ioszw7fvwnkqh2wvli7kcr64657wad.onion:8333","70016","/Satoshi:24.0.1/","1687694430","1033","795932",NA,NA,NA,0,0,NA,"TOR","Tor network"
"95","bggwcgiajfmowclmrcv4efodcgq4hnsj3csnhyyo2doeqlx6oiooc5qd.onion:8333","70016","/Satoshi:23.0.0/","1687391311","1037","795932",NA,NA,NA,0,0,NA,"TOR","Tor network"
"96","rsbtajonksuidqllfrnpdd2ezimova72slaj7lgdvlhpssgrrgqwycqd.onion:8333","70016","/Satoshi:23.0.0/","1687624209","1033","795932",NA,NA,NA,0,0,NA,"TOR","Tor network"
"97","71.79.109.128:8333","70016","/Satoshi:22.0.0/","1687735366","1033","795932","cpe-71-79-109-128.columbus.res.rr.com","Germantown","US",39.6272,-84.3797,"America/New_York","AS10796","TWC-10796-MIDWEST"
"98","95.247.51.221:8333","70016","/Satoshi:25.0.0/","1687544703","1032","795931","host-95-247-51-221.retail.telecomitalia.it","Rome","IT",41.8904,12.5126,"Europe/Rome","AS3269","Telecom Italia"
"99","72.253.236.217:8333","70016","/Satoshi:24.1.0/","1685150166","1033","795932","dhcp-72-253-236-217.hawaiiantel.net","Honolulu","US",21.293,-157.8268,"Pacific/Honolulu","AS36149","HAWAIIAN-TELCOM"
"100","185.131.63.83:8333","70016","/Satoshi:23.0.0/","1687443970","1033","795932","mail.twotowers.eu","České Budějovice","CZ",48.9746,14.4679,"Europe/Prague","AS44489","STARNET, s.r.o."
"101","772laarqkemlzwr25o2nh6yi2wgpxqn2xra74qsjp5drz6p4roz3g7id.onion:8333","70016","/Satoshi:24.0.1/","1685969334","1101","795932",NA,NA,NA,0,0,NA,"TOR","Tor network"
"102","hqnpoauwlbcqodado7nav4tua726k7ljr2fybgucksyzhytqx6a2qeqd.onion:8333","70016","/Satoshi:25.0.0/","1687479961","1033","795932",NA,NA,NA,0,0,NA,"TOR","Tor network"
"103","89.165.232.242:8333","70016","/Satoshi:23.0.0/","1687472205","1033","795932","mail.itmanager.ro","Voluntari","RO",44.4865,26.1738,"Europe/Bucharest","AS48161","Nextgen Communications Srl"
"104","d77qtj4rsv4ndhsswhfl7lldrahsrdo5olbmmeodzffrglhttksa2gad.onion:8333","70016","/Satoshi:23.0.0/","1687661695","1037","795932",NA,NA,NA,0,0,NA,"TOR","Tor network"
"105","irubehyo24hrrzr2t7vwfqyzjy4qwvlcfk3p5oxqshhvwa6ldxclehid.onion:8333","70016","/Satoshi:24.0.1/","1687259529","1033","795932",NA,NA,NA,0,0,NA,"TOR","Tor network"
"106","rohv2wez3yvzsirwq56fxirwhfvb6acka5vdnck2fjlj3at7nf4hq6id.onion:8333","70016","/Satoshi:25.0.0/","1687711908","1101","795932",NA,NA,NA,0,0,NA,"TOR","Tor network"
"107","iotmxfnkwjbckyq7tsuwdcz7y7tmhafxbyftsauwypve5u7fhapidnyd.onion:8333","70016","/Satoshi:25.0.0/","1687039770","1033","795932",NA,NA,NA,0,0,NA,"TOR","Tor network"
"108","67.11.139.67:8333","70016","/Satoshi:22.0.0/","1687731173","1033","795932","cpe-67-11-139-67.satx.res.rr.com","San Antonio","US",29.4227,-98.4927,"America/Chicago","AS11427","TWC-11427-TEXAS"
"109","btopsxds7vpm6mhir7237v4fxngc5meuwel7perg622ykchryw676zid.onion:8333","70016","/Satoshi:25.0.0/","1687643173","1101","795932",NA,NA,NA,0,0,NA,"TOR","Tor network"
"110","80.229.28.60:8333","70016","/Satoshi:25.0.0/","1687723893","1033","795932","nickjlock.plus.com","New Cross","GB",51.5233,-0.1463,"Europe/London","AS6871","British Telecommunications PLC"
"111","161.35.54.91:8332","70016","/Satoshi:23.0.0/","1684328048","1032","795932","161.35.54.91","North Bergen","US",40.793,-74.0247,"America/New_York","AS14061","DIGITALOCEAN-ASN"
"112","81.30.157.78:8333","70016","/Satoshi:24.0.1/","1684331298","1033","795932","srv61103.dus4.dedicated.server-hosting.expert",NA,"DE",51.2993,9.491,"Europe/Berlin","AS24961","myLoc managed IT AG"
"113","eysikmau7ckyev2r7uvk7dgsieffi4pfxdlzrmlw67sr46ccareuvpqd.onion:8333","70016","/Satoshi:22.0.0(FutureBit-Apollo-Node)/","1687737262","1033","795932",NA,NA,NA,0,0,NA,"TOR","Tor network"
"114","gs3g33wfgv2p2ohiuoqkuygjb2vr7h7cjqtzyfkblu35t36kcvzjtjid.onion:8333","70016","/Satoshi:25.0.0/","1687684814","1037","795932",NA,NA,NA,0,0,NA,"TOR","Tor network"
"115","uch6rmryvndr27xw3y5nyqm7sxqbo5osayamrnpkmcpjgbirreaz32id.onion:8333","70016","/Satoshi:23.0.0/","1687392288","1037","795932",NA,NA,NA,0,0,NA,"TOR","Tor network"
"116","yzs2bdhwhxfgaozpcic4v66w7wwlxrr3v4xpgzer733qehcwewijipqd.onion:8333","70016","/Satoshi:24.0.1/","1687687078","1033","795932",NA,NA,NA,0,0,NA,"TOR","Tor network"
"117","m3bfi66qnnqhuh57pbloftxicqdlfuo7jtczbxerd25laapaoxbitcqd.onion:8333","70016","/Satoshi:24.0.1/","1687537244","1033","795932",NA,NA,NA,0,0,NA,"TOR","Tor network"
"118","huviy3ro5q6ecszjvenz27ctp4vbe3upbc5o2zb4ty5gnc3bazezrsyd.onion:8333","70016","/Satoshi:22.0.0/","1687737264","1037","795932",NA,NA,NA,0,0,NA,"TOR","Tor network"
"119","86.104.228.19:8333","70016","/Satoshi:23.0.0/","1686998648","1033","795932","86.104.228.19","Zurich","CH",47.3682,8.5671,"Europe/Zurich","AS45021","BIP21 SAS"
"120","d45dsulbugwwokgkptypnr5tn4obgoyjshjpkjhwvp2ty2qkbfgh6dyd.onion:8333","70016","/Satoshi:24.0.1/","1687726601","1033","795932",NA,NA,NA,0,0,NA,"TOR","Tor network"
"121","34.135.104.9:8333","70016","/Satoshi:24.0.1/","1684328050","1033","795932","9.104.135.34.bc.googleusercontent.com","Council Bluffs","US",41.2591,-95.8517,"America/Chicago","AS396982","GOOGLE-CLOUD-PLATFORM"
"122","6crv3tmgno6coa2u3g7wxegax2farv72jbpilbbwvhuyx63gp5uonqqd.onion:8333","70016","/Satoshi:0.21.1/","1687583313","1032","795932",NA,NA,NA,0,0,NA,"TOR","Tor network"
"123","tatf7235yhqvyillsuxhuzoyvq2vrq3gfjkw2op7oopjvglgafovloqd.onion:8333","70016","/Satoshi:24.0.1/","1687655274","1037","795932",NA,NA,NA,0,0,NA,"TOR","Tor network"
"124","31.214.144.3:8333","70016","/Satoshi:24.0.1/","1684406927","1032","795932","31.214.144.3",NA,"DE",51.2993,9.491,"Europe/Berlin","AS48314","IP-Projects GmbH & Co. KG"
"125","[2a01:cb19:688:e900:aa60:b6ff:fe29:bbae]:8333","70016","/Satoshi:25.0.0/","1687119664","1033","795932","2a01:cb19:688:e900:aa60:b6ff:fe29:bbae","Bordeaux","FR",44.8412,-0.5806,"Europe/Paris","AS3215","Orange"
"126","5neclyibp5ermtau3fhtrwuv3xb5ebiehndcc2afbu55b2eabvxe2sqd.onion:8333","70016","/Satoshi:24.0.0/","1687121844","1037","795932",NA,NA,NA,0,0,NA,"TOR","Tor network"
"127","95.79.192.77:8333","70016","/Satoshi:25.0.0/","1687726592","1101","795932","dynamicip-95-79-192-77.pppoe.nn.ertelecom.ru","Moscow","RU",55.7483,37.6171,"Europe/Moscow","AS42682","JSC ER-Telecom Holding"
